20000
1, 66, 1.473048
66, 1, 1.473048
1, 670, 1.770212
670, 1, 1.770212
1, 209, 2.649996
209, 1, 2.649996
1, 413, 2.788168
413, 1, 2.788168
1, 446, 3.552583
446, 1, 3.552583
1, 702, 4.261861
702, 1, 4.261861
1, 925, 4.547959
925, 1, 4.547959
1, 279, 5.047749
279, 1, 5.047749
1, 989, 5.257642
989, 1, 5.257642
1, 570, 5.323122
570, 1, 5.323122
2, 407, 0.924444
407, 2, 0.924444
2, 33, 1.008720
33, 2, 1.008720
2, 40, 1.754039
40, 2, 1.754039
2, 700, 1.790930
700, 2, 1.790930
2, 459, 1.830474
459, 2, 1.830474
2, 354, 3.214325
354, 2, 3.214325
2, 470, 3.619591
470, 2, 3.619591
2, 461, 3.828853
461, 2, 3.828853
2, 597, 4.145360
597, 2, 4.145360
2, 309, 4.335742
309, 2, 4.335742
3, 649, 2.311551
649, 3, 2.311551
3, 84, 2.681959
84, 3, 2.681959
3, 279, 3.018237
279, 3, 3.018237
3, 570, 4.380826
570, 3, 4.380826
3, 796, 4.838756
796, 3, 4.838756
3, 925, 5.639847
925, 3, 5.639847
3, 239, 6.172618
239, 3, 6.172618
3, 711, 6.434097
711, 3, 6.434097
3, 367, 6.643603
367, 3, 6.643603
3, 586, 6.762468
586, 3, 6.762468
4, 703, 2.765421
703, 4, 2.765421
4, 637, 3.154329
637, 4, 3.154329
4, 849, 3.320150
849, 4, 3.320150
4, 704, 3.393011
704, 4, 3.393011
4, 639, 3.560228
639, 4, 3.560228
4, 983, 3.650460
983, 4, 3.650460
4, 90, 3.808665
90, 4, 3.808665
4, 356, 4.305412
356, 4, 4.305412
4, 396, 4.684980
396, 4, 4.684980
4, 189, 4.925733
189, 4, 4.925733
5, 845, 1.081809
845, 5, 1.081809
5, 51, 1.560018
51, 5, 1.560018
5, 672, 2.562606
672, 5, 2.562606
5, 527, 2.814866
527, 5, 2.814866
5, 285, 3.422746
285, 5, 3.422746
5, 518, 3.640375
518, 5, 3.640375
5, 178, 3.833101
178, 5, 3.833101
5, 28, 3.912387
28, 5, 3.912387
5, 563, 4.436671
563, 5, 4.436671
5, 585, 4.454984
585, 5, 4.454984
6, 213, 2.120081
213, 6, 2.120081
6, 555, 2.311201
555, 6, 2.311201
6, 621, 3.001325
621, 6, 3.001325
6, 26, 5.145123
26, 6, 5.145123
6, 434, 5.947144
434, 6, 5.947144
6, 973, 7.143420
973, 6, 7.143420
6, 592, 7.224624
592, 6, 7.224624
6, 362, 7.224712
362, 6, 7.224712
6, 534, 7.233291
534, 6, 7.233291
6, 775, 7.346034
775, 6, 7.346034
7, 46, 1.922422
46, 7, 1.922422
7, 166, 3.419050
166, 7, 3.419050
7, 651, 4.831423
651, 7, 4.831423
7, 797, 6.846300
797, 7, 6.846300
7, 483, 7.248019
483, 7, 7.248019
7, 497, 7.264342
497, 7, 7.264342
7, 877, 7.324650
877, 7, 7.324650
7, 240, 7.853836
240, 7, 7.853836
7, 329, 7.950326
329, 7, 7.950326
7, 47, 8.114215
47, 7, 8.114215
8, 343, 1.469262
343, 8, 1.469262
8, 694, 1.635474
694, 8, 1.635474
8, 314, 2.188712
314, 8, 2.188712
8, 697, 3.412076
697, 8, 3.412076
8, 115, 3.484743
115, 8, 3.484743
8, 265, 4.350088
265, 8, 4.350088
8, 927, 4.705913
927, 8, 4.705913
8, 29, 5.164952
29, 8, 5.164952
8, 358, 5.253894
358, 8, 5.253894
8, 130, 5.477336
130, 8, 5.477336
9, 159, 2.099290
159, 9, 2.099290
9, 348, 2.333419
348, 9, 2.333419
9, 37, 3.414106
37, 9, 3.414106
9, 77, 3.981674
77, 9, 3.981674
9, 153, 4.759532
153, 9, 4.759532
9, 565, 5.202809
565, 9, 5.202809
9, 537, 6.173641
537, 9, 6.173641
9, 604, 6.333778
604, 9, 6.333778
9, 282, 6.346457
282, 9, 6.346457
9, 788, 6.642867
788, 9, 6.642867
10, 89, 0.733001
89, 10, 0.733001
10, 32, 0.914953
32, 10, 0.914953
10, 528, 4.692231
528, 10, 4.692231
10, 247, 6.126340
247, 10, 6.126340
10, 981, 6.335784
981, 10, 6.335784
10, 310, 8.448839
310, 10, 8.448839
10, 876, 8.645256
